"B (Tesla)" 	"P"
0 	0
0.10000000000000001 	0.20999999999999999
0.20000000000000001 	0.92000000000000004
0.29999999999999999 	1.99
0.40000000000000002 	3.3300000000000001
0.5 	4.9400000000000004
0.59999999999999998 	6.8399999999999999
0.69999999999999996 	9
0.80000000000000004 	11.4
0.90000000000000002 	14.199999999999999
1 	17.300000000000001
1.1000000000000001 	20.899999999999999
1.2 	24.899999999999999
1.3 	29.5
1.3999999999999999 	35.399999999999999
1.5 	41.799999999999997
