"B (Tesla)" 	"P"
0 	0
0.10000000000000001 	0.98999999999999999
0.20000000000000001 	3.6699999999999999
0.29999999999999999 	7.6299999999999999
0.40000000000000002 	12.699999999999999
0.5 	18.899999999999999
0.59999999999999998 	26.399999999999999
0.69999999999999996 	35.399999999999999
0.80000000000000004 	46
0.90000000000000002 	58.399999999999999
1 	73
1.1000000000000001 	90.099999999999994
